Date,Close,High,Low,Open,Volume
2024-01-01,812.9945678710938,818.2849687904367,810.0740996496615,816.7768404269046,14239686
2024-01-02,813.4733276367188,815.2448013204753,808.4941371304667,813.3297325444754,29242092
2024-01-03,800.9296264648438,816.1543877106121,799.038461039413,814.8617397029581,28389762
2024-01-04,809.5235595703125,811.486493525662,799.8763881922322,803.3714123503233,26734056
2024-01-05,805.3821411132812,816.2501913581319,798.6315354441177,807.7520737623003,31889470
2024-01-08,796.4053344726562,805.4540469117765,794.7536108875759,803.610804743853,17998470
2024-01-09,790.2052612304688,803.2756291285802,788.4098842358525,798.1767467752176,25326888
2024-01-10,792.8145751953125,794.7296441251053,785.8485470291504,786.6145629124144,16115824
2024-01-11,789.487060546875,796.1419358750667,786.6144575370016,794.7534993983096,18314010
2024-01-12,785.752685546875,792.8384633063858,782.1140666068262,790.9233945544381,19773552
2024-01-15,800.8818359375,804.7598387644721,786.901797926325,788.8647318566922,28320356
2024-01-16,803.9219360351562,806.0763883828079,793.8438633427261,800.9775061380469,25322500
2024-01-17,736.1046142578125,764.4955343021028,731.7478441645169,751.6645491933435,170145236
2024-01-18,711.5198364257812,725.332257495375,708.5993683977847,715.2781469954391,161070930
2024-01-19,704.0989990234375,723.0581685801238,703.0217728163159,720.999446229209,109600538
2024-01-23,683.3683471679688,706.0379622645205,682.243255943311,701.3939438294391,115469402
2024-01-24,697.0371704101562,698.2579916906107,660.8184204446432,660.8184204446432,86004404
2024-01-25,686.9830932617188,697.7313939357863,679.5622013776972,695.4093846155678,98941852
2024-01-29,696.438720703125,700.3406850803747,692.2016426624417,693.2788688648152,65645498
2024-01-30,691.4835205078125,700.53217422801,689.8557002681358,696.3908845219285,41728768
2024-01-31,700.2210083007812,706.1576749666016,687.8927526091608,689.1854007024332,65761040
2024-02-01,702.0402221679688,705.5112841214318,697.1089554241759,701.4178599181299,32690740
2024-02-02,692.3692016601562,708.9824002114282,690.4062678183428,706.1816237651476,44867754
2024-02-05,691.7467651367188,695.1220972150085,686.5761145330804,692.2973590957444,38605046
2024-02-06,691.3877563476562,694.068841190409,685.881933113519,692.0820039083551,41075740
2024-02-07,684.6130981445312,696.0317420167268,683.0332015338389,695.6487048996299,54837086
2024-02-08,671.7342529296875,688.9219463418145,670.5133733566989,684.5651770968373,69106124
2024-02-09,671.99755859375,677.072478684091,664.0500356096397,666.5156981154427,56642124
2024-02-12,665.4863891601562,676.8092448082598,662.3025756816373,670.1065041980137,34447812
2024-02-13,667.616943359375,672.3567506453555,662.7814060042901,666.4200252792418,57580994
2024-02-14,662.6378173828125,666.2046099191948,652.8230890297091,658.7837177497752,91320810
2024-02-15,677.0007934570312,677.6949825309235,662.7813723217212,663.0925826953933,41584944
2024-02-16,679.801513671875,683.5358625170894,674.3195945311911,681.7165823442695,32175742
2024-02-19,678.4609375,684.1582784493564,677.5512681982948,684.1582784493564,34451756
2024-02-20,696.2711181640625,697.6834579371554,675.9235134549672,677.4555450204665,56133508
2024-02-21,689.017822265625,700.9151754054046,687.0309267122648,700.9151754054046,45893136
2024-02-22,679.634033203125,684.0626300055545,676.1150473676641,678.7722288264276,50560882
2024-02-23,680.1366577148438,686.5042847124961,678.8918747107963,681.0702888003248,29833452
2024-02-26,680.9505615234375,686.9590543726445,676.761348833584,676.761348833584,23506870
2024-02-27,679.9212646484375,683.0571548064959,676.5220291476985,676.7614127525852,32087150
2024-02-28,674.7744750976562,681.8601942948292,672.1891206373224,679.9212222820232,25321986
2024-02-29,671.9019165039062,675.2532869853846,668.9814482015562,671.2794957514693,53295700
2024-03-01,684.9961547851562,685.9536891619308,670.2740637422462,670.2740637422462,34738898
2024-03-04,685.9296875,687.9884096675396,681.9080901062357,685.0918449690896,35616474
2024-03-05,689.8317260742188,690.8610872691976,680.6394189764245,680.8069758120575,37991672
2024-03-06,690.6695556640625,695.576919496979,686.3367475409569,686.3367475409569,42409530
2024-03-07,692.3452758789062,694.7152087205789,690.0950932873528,692.0580272311091,49348046
2024-03-11,683.5838012695312,692.2733788101641,681.2856954339823,684.6370656855901,50531094
2024-03-12,698.7846069335938,700.9150973426133,684.2779391235861,686.5520830528056,65418454
2024-03-13,699.1915893554688,704.5537583020961,694.2602641088363,701.6332902428926,63067454
2024-03-14,696.82177734375,701.8727952571851,691.4835692094714,700.0055912755553,52432158
2024-03-15,695.481201171875,698.665014815619,690.5020104857863,694.2124563732988,143613804
2024-03-18,692.3212890625,697.0849990233024,687.4139255734966,692.7760944963727,21437856
2024-03-19,693.9012451171875,695.361508487081,687.2703309378574,687.2703309378574,36183594
2024-03-20,685.1398315429688,695.002424269405,682.0757097447741,693.757641226056,43606094
2024-03-21,692.1776733398438,694.8108929167894,688.6108811083764,690.6695449843953,28922860
2024-03-22,690.7892456054688,694.5715181893103,688.3475445643155,689.9035379705642,45980326
2024-03-26,682.4347534179688,688.4432464905726,680.8787600753138,683.2964992802526,56844290
2024-03-27,689.7598876953125,693.2309499256703,680.4478889511747,681.5490768981103,62168668
2024-03-28,693.2069702148438,699.2394246339555,689.75981165874,689.75981165874,55592142
