Date,Close,High,Low,Open,Volume,Daily_Return,Cumulative_Return,SMA20,SMA50,EMA20,RSI,MACD,MACD_Signal,Volatility,Drawdown,Volume_Ratio,Trend
2024-03-13,1152.636962890625,1195.2906943516043,1135.8219755123262,1195.2906943516043,7528096,-0.029478963808876935,0.1536943282490848,1130.577813720703,1106.2553369140626,1138.7290739883656,57.12769479466203,18.873158576918513,14.429395959898411,0.013151585033032109,-0.02947896380887696,1.2313636457948802,Bullish
2024-03-14,1178.1304931640625,1183.1601573821938,1147.508639596765,1157.7651625563362,8569080,0.022117571355254828,0.1792112448762868,1134.4610290527344,1109.8362768554687,1142.4815901003367,63.15371213909916,19.68431669284223,15.480380106487177,0.013828342907586465,-0.008013395539144035,1.358139425634109,Bullish
2024-03-15,1203.180419921875,1205.9418657618958,1171.4736331390798,1173.5940161533042,10115416,0.021262438162123143,0.2042841510505491,1139.3575805664063,1113.7476000976562,1148.2624310357214,67.92448121164992,22.09380149149274,16.80306438348829,0.014388425689450944,0.0,1.5414293610071943,Bullish
2024-03-18,1208.4073486328125,1213.5849690747525,1198.4464968060338,1208.1114364526068,4141080,0.004344260116264875,0.20951587465660793,1144.5499938964845,1117.4971850585937,1153.9905184259205,68.83133577909021,24.14675624240226,18.271802755271086,0.014340793046193808,0.0,0.6260308816231958,Bullish
2024-03-19,1211.415283203125,1223.299203587274,1197.8548480868242,1199.432765550153,7703719,0.0024891726897520172,0.2125265685396247,1148.7981079101562,1121.0564306640624,1159.4595436427971,69.36805241544032,25.719969061488428,19.761436016514555,0.01388916129156891,0.0,1.1388534353704782,Bullish
2024-03-20,1214.8177490234375,1221.9184375515931,1206.7800855060536,1211.3166431983411,6596032,0.002808670046918982,0.21593215559377543,1153.1300537109375,1124.709365234375,1164.7317536790488,69.99740746363939,26.93085992180613,21.19532079757287,0.013881441710237226,0.0,0.9665390451049392,Bullish
2024-03-21,1203.969482421875,1225.7647765761296,1197.3617797752963,1220.932306374874,9952250,-0.008929953987158235,0.20507393739281699,1157.1192932128906,1128.0970092773437,1168.4686802259846,65.3847734707066,26.70727041199507,22.29771072045731,0.014082253381624115,-0.008929953987158287,1.4030133776756377,Bullish
2024-03-22,1219.058349609375,1227.835672874467,1205.1527648615252,1210.0344729963165,7840007,0.012532599378804576,0.22017664627199984,1162.0774780273437,1131.4816918945312,1173.2867439767838,68.49457942818631,27.431407404599213,23.32445005728569,0.014107975477389241,0.0,1.1115273742754672,Bullish
2024-03-26,1196.37548828125,1216.987373053061,1193.3182507246386,1208.1114521799027,10898138,-0.018606870897847738,0.19747297694224786,1166.384765625,1134.44822265625,1175.4856720057805,59.797472211804525,25.87668354750599,23.83489675532975,0.014752577389777873,-0.01860687089784776,1.5005466468477138,Bullish
2024-03-27,1207.914306640625,1211.3166949583808,1193.860764688126,1193.860764688126,5779169,0.009644813415520703,0.209022380374984,1172.0431701660157,1137.6425708007812,1178.5741133995753,62.412128107346255,25.284179613522383,24.12475332696828,0.014187340495183248,-0.00914151728038359,0.7817684801167486,Bullish
2024-03-28,1211.661865234375,1221.4254028265746,1203.4763655302231,1210.0345889044436,10518377,0.0031025036901604075,0.2127733767715838,1177.0284790039063,1140.6455932617187,1181.7253278600324,63.248139673831695,24.830778873708823,24.26595843631639,0.013965590929774388,-0.006067375181319309,1.391155116574865,Bullish
