Date,Close,High,Low,Open,Volume,Daily_Return,Cumulative_Return,SMA20,SMA50,EMA20,RSI,MACD,MACD_Signal,Volatility,Drawdown,Volume_Ratio,Trend
2024-03-13,3444.86181640625,3540.5105054996834,3418.9172711097776,3538.660668142778,2503293,-0.02294536863155683,0.003715842112313128,3391.542028808594,3396.3580615234373,3436.885907483068,52.10807575141868,48.538229290479194,33.439490318368286,0.016566942494564207,-0.04569850421129127,1.1271498920158747,Bearish
2024-03-14,3512.66796875,3539.731973619388,3428.750278076866,3433.6666200200048,4528490,0.01968327206067344,0.023472254104217827,3406.1059448242186,3397.969248046875,3444.103246651347,57.290802940298455,48.22823185220432,36.39723862513549,0.016867729812927758,-0.02691472824177448,1.9500670209177824,Bullish
2024-03-15,3443.4990234375,3507.605649742003,3430.746006451044,3502.7380315769437,4054210,-0.019691284780643303,0.003318770483564659,3417.634899902344,3399.8977978515627,3444.0457015833613,51.20353093544651,41.91799626335887,37.501390152780175,0.017658673898405294,-0.04607602744381535,1.6718572382101613,Bullish
2024-03-18,3466.912353515625,3477.621113599743,3433.325787797255,3443.499062341833,1354787,0.0067992846574855825,0.010140620406280831,3426.12646484375,3402.2508056640627,3446.2234779578625,53.02306098305272,38.36411156307895,37.673934434839936,0.016868480119856966,-0.03959002681280644,0.5754529579895346,Bullish
2024-03-19,3408.987548828125,3455.522024528684,3388.835657806549,3447.2470739135283,1447405,-0.016707894166623882,-0.006736702172875142,3434.0046875,3403.0880322265625,3442.677198993126,48.23139304566413,30.521748970260433,36.24349734192404,0.01702705845328035,-0.055636455001388155,0.6117920847379409,Bullish
2024-03-20,3416.775634765625,3431.6218692458056,3395.4068398852205,3410.0096934722837,1442811,0.002284574474370693,-0.004467518196330067,3441.44970703125,3402.8504931640623,3440.2103833524116,48.900034601902966,24.650893407137573,33.92497655496675,0.017016450410746745,-0.053478986151958174,0.6115997779724914,Bullish
2024-03-21,3465.743896484375,3500.79074487579,3431.816505123692,3431.816505123692,2504962,0.01433171707866876,0.009800171675505176,3454.28076171875,3403.9972998046874,3442.6421465078365,53.00967629423587,23.676598463085156,31.87530093659043,0.016509411324180993,-0.03991371477247327,1.0601705427632837,Bullish
2024-03-22,3522.013671875,3550.732617620486,3452.3092881474963,3452.3092881474963,3020545,0.016235987733457247,0.02619527487607165,3466.646936035156,3405.2015478515623,3450.2013393999473,57.26303675221459,27.13220019377104,30.926680788026555,0.01631490606273082,-0.024325765622458508,1.2650175935548347,Bullish
2024-03-26,3572.928955078125,3579.5487252234566,3504.684857640628,3509.552475498462,2320963,0.014456299136402784,0.04103026074204319,3480.3809204101562,3407.627568359375,3461.88968375025,60.727016271908845,33.59199963779156,31.45974455797956,0.01647509287658521,-0.010221127030616107,0.9676974240013425,Bullish
2024-03-27,3608.267822265625,3628.517160940769,3572.929105273536,3585.487464804003,2387693,0.009890727644408903,0.05132680752063079,3491.8806762695312,3411.5518408203125,3475.8304588469523,62.970430465003126,41.089336189940695,33.38566288437179,0.015852695955960304,-0.0004314937698859957,1.0328721155268057,Bullish
2024-03-28,3664.245361328125,3712.38629320513,3599.652213455611,3608.413925803865,4278668,0.015513687403434506,0.06763676297135657,3504.412353515625,3415.35052734375,3493.7747352737306,66.25839527123624,50.96050798718079,36.90063190493359,0.01601034310035247,0.0,1.7683942513345254,Bullish
